Date|AQSID|Sitename|Parameter name|Reporting units|Value|Averaging period|Data Source
01/01/20|211110075|Near Road|PM2.5-24hr|UG/M3|5.5|24|Louisville Metro Air Pollution Control District 
01/01/20|211110080|Carrithers Middle Sc|PM10-24hr|UG/M3|8|24|Louisville Metro Air Pollution Control District 
01/01/20|211110080|Carrithers Middle Sc|PM2.5-24hr|UG/M3|4.9|24|Louisville Metro Air Pollution Control District 
01/01/20|211111041|Firearms Training|PM10-24hr|UG/M3|10|24|Louisville Metro Air Pollution Control District 
01/01/20|211111041|Firearms Training|PM2.5-24hr|UG/M3|5.2|24|Louisville Metro Air Pollution Control District 
01/01/20|211111041|Firearms Training|SO2-24HR|PPB|0|24|Louisville Metro Air Pollution Control District 
01/01/20|211451024|JPRECC|PM2.5-24hr|UG/M3|4.8|24|Kentucky DEP
01/01/20|211759991|Crockett|OZONE-1HR|PPB|40|1|EPA Office of Atmospheric Programs
01/01/20|211759991|Crockett|OZONE-8HR|PPB|39|8|EPA Office of Atmospheric Programs
01/01/20|211930003|HAZ2|PM2.5-24hr|UG/M3|4.2|24|Kentucky DEP
01/01/20|211950002|PIKE2001|PM2.5-24hr|UG/M3|3.1|24|Kentucky DEP
01/01/20|212270009|Smiths Grove|PM2.5-24hr|UG/M3|3.3|24|Kentucky DEP
01/01/20|212299991|Mackville|OZONE-1HR|PPB|39|1|EPA Office of Atmospheric Programs
01/01/20|212299991|Mackville|OZONE-8HR|PPB|37|8|EPA Office of Atmospheric Programs
01/01/20|220050004|Dutchtown|OZONE-1HR|PPB|34|1|Louisiana Department of Environmental Quality
01/01/20|220050004|Dutchtown|OZONE-8HR|PPB|30|8|Louisiana Department of Environmental Quality
01/01/20|220150008|Shreveport Airport|OZONE-1HR|PPB|23|1|Louisiana Department of Environmental Quality
01/01/20|220150008|Shreveport Airport|OZONE-8HR|PPB|17|8|Louisiana Department of Environmental Quality
01/01/20|220150008|Shreveport Airport|PM2.5-24hr|UG/M3|19.9|24|Louisiana Department of Environmental Quality
01/01/20|220170001|Dixie|OZONE-1HR|PPB|35|1|Louisiana Department of Environmental Quality
01/01/20|220170001|Dixie|OZONE-8HR|PPB|29|8|Louisiana Department of Environmental Quality
01/01/20|220190002|Carlyss|OZONE-1HR|PPB|35|1|Louisiana Department of Environmental Quality
01/01/20|220190002|Carlyss|OZONE-8HR|PPB|32|8|Louisiana Department of Environmental Quality
01/01/20|220190008|Westlake|PM2.5-24hr|UG/M3|20.4|24|Louisiana Department of Environmental Quality
01/01/20|220190009|Vinton|OZONE-1HR|PPB|33|1|Louisiana Department of Environmental Quality
01/01/20|220190009|Vinton|OZONE-8HR|PPB|30|8|Louisiana Department of Environmental Quality
01/01/20|220330003|LSU|OZONE-1HR|PPB|33|1|Louisiana Department of Environmental Quality
01/01/20|220330003|LSU|OZONE-8HR|PPB|27|8|Louisiana Department of Environmental Quality
01/01/20|220330009|Capitol|OZONE-1HR|PPB|37|1|Louisiana Department of Environmental Quality
01/01/20|220330009|Capitol|OZONE-8HR|PPB|34|8|Louisiana Department of Environmental Quality
01/01/20|220330009|Capitol|PM2.5-24hr|UG/M3|24.2|24|Louisiana Department of Environmental Quality
01/01/20|220330013|Pride|OZONE-1HR|PPB|35|1|Louisiana Department of Environmental Quality
01/01/20|220330013|Pride|OZONE-8HR|PPB|31|8|Louisiana Department of Environmental Quality
01/01/20|220470009|Bayou Plaquemine|OZONE-1HR|PPB|34|1|Louisiana Department of Environmental Quality
01/01/20|220470009|Bayou Plaquemine|OZONE-8HR|PPB|32|8|Louisiana Department of Environmental Quality
01/01/20|220470012|Carville|OZONE-1HR|PPB|31|1|Louisiana Department of Environmental Quality
01/01/20|220470012|Carville|OZONE-8HR|PPB|25|8|Louisiana Department of Environmental Quality
01/01/20|220511001|Kenner|OZONE-1HR|PPB|38|1|Louisiana Department of Environmental Quality
01/01/20|220511001|Kenner|OZONE-8HR|PPB|35|8|Louisiana Department of Environmental Quality
01/01/20|220511001|Kenner|PM2.5-24hr|UG/M3|6.3|24|Louisiana Department of Environmental Quality
01/01/20|220550007|Lafayette|OZONE-1HR|PPB|32|1|Louisiana Department of Environmental Quality
01/01/20|220550007|Lafayette|OZONE-8HR|PPB|30|8|Louisiana Department of Environmental Quality
01/01/20|220550007|Lafayette|PM2.5-24hr|UG/M3|43.2|24|Louisiana Department of Environmental Quality
01/01/20|220570004|Thibodaux|OZONE-1HR|PPB|33|1|Louisiana Department of Environmental Quality
01/01/20|220570004|Thibodaux|OZONE-8HR|PPB|30|8|Louisiana Department of Environmental Quality
01/01/20|220570004|Thibodaux|PM2.5-24hr|UG/M3|28.2|24|Louisiana Department of Environmental Quality
01/01/20|220630002|French Settlement|OZONE-1HR|PPB|39|1|Louisiana Department of Environmental Quality
01/01/20|220630002|French Settlement|OZONE-8HR|PPB|36|8|Louisiana Department of Environmental Quality
01/01/20|220630002|French Settlement|PM2.5-24hr|UG/M3|37.2|24|Louisiana Department of Environmental Quality
01/01/20|220710012|City Park|PM2.5-24hr|UG/M3|20.6|24|Louisiana Department of Environmental Quality
01/01/20|220730004|Monroe|OZONE-1HR|PPB|36|1|Louisiana Department of Environmental Quality
01/01/20|220730004|Monroe|OZONE-8HR|PPB|34|8|Louisiana Department of Environmental Quality
01/01/20|220770001|New Roads|OZONE-1HR|PPB|36|1|Louisiana Department of Environmental Quality
01/01/20|220770001|New Roads|OZONE-8HR|PPB|32|8|Louisiana Department of Environmental Quality
01/01/20|220870004|Meraux|OZONE-1HR|PPB|39|1|Louisiana Department of Environmental Quality
01/01/20|220870004|Meraux|OZONE-8HR|PPB|37|8|Louisiana Department of Environmental Quality
01/01/20|220870007|Chalmette Vista|PM2.5-24hr|UG/M3|13.5|24|Louisiana Department of Environmental Quality
01/01/20|220870007|Chalmette Vista|SO2-24HR|PPB|3|24|Louisiana Department of Environmental Quality
01/01/20|220930002|Convent|OZONE-1HR|PPB|33|1|Louisiana Department of Environmental Quality
01/01/20|220930002|Convent|OZONE-8HR|PPB|29|8|Louisiana Department of Environmental Quality
01/01/20|220950002|Garyville|OZONE-1HR|PPB|34|1|Louisiana Department of Environmental Quality
01/01/20|220950002|Garyville|OZONE-8HR|PPB|29|8|Louisiana Department of Environmental Quality
01/01/20|220990001|St. Martinville|OZONE-1HR|PPB|33|1|Louisiana Department of Environmental Quality
01/01/20|220990001|St. Martinville|OZONE-8HR|PPB|32|8|Louisiana Department of Environmental Quality
01/01/20|221030002|Madisonville|OZONE-1HR|PPB|38|1|Louisiana Department of Environmental Quality
01/01/20|221030002|Madisonville|OZONE-8HR|PPB|34|8|Louisiana Department of Environmental Quality
01/01/20|221030002|Madisonville|PM2.5-24hr|UG/M3|17.3|24|Louisiana Department of Environmental Quality
01/01/20|221210001|Port Allen|OZONE-1HR|PPB|33|1|Louisiana Department of Environmental Quality
01/01/20|221210001|Port Allen|OZONE-8HR|PPB|28|8|Louisiana Department of Environmental Quality
01/01/20|230010011|Lewiston|PM2.5-24hr|UG/M3|2.8|24|Maine Dept. of Environmental Protection
01/01/20|230030014|Madawaska PSB|PM2.5-24hr|UG/M3|3.1|24|Maine Dept. of Environmental Protection
01/01/20|230031011|Presque Isle Riversi|PM2.5-24hr|UG/M3|2.4|24|Maine Dept. of Environmental Protection
01/01/20|230031100|MICMAC|CO-8hr|PPM|0.14|1|Aroostook Band of Micmacs
01/01/20|230031100|MICMAC|OZONE-1HR|PPB|33|1|Aroostook Band of Micmacs
01/01/20|230031100|MICMAC|OZONE-8HR|PPB|31|8|Aroostook Band of Micmacs
01/01/20|230031100|MICMAC|PM2.5-24hr|UG/M3|3.6|24|Aroostook Band of Micmacs
01/01/20|230031100|MICMAC|SO2-24HR|PPB|0|24|Aroostook Band of Micmacs
01/01/20|230039991|Ashland|OZONE-1HR|PPB|37|1|EPA Office of Atmospheric Programs
01/01/20|230039991|Ashland|OZONE-8HR|PPB|34|8|EPA Office of Atmospheric Programs
01/01/20|230050029|Portland - Deering O|OZONE-1HR|PPB|27|1|Maine Dept. of Environmental Protection
01/01/20|230050029|Portland - Deering O|OZONE-8HR|PPB|25|8|Maine Dept. of Environmental Protection
01/01/20|230050029|Portland - Deering O|PM2.5-24hr|UG/M3|6|24|Maine Dept. of Environmental Protection
01/01/20|230050029|Portland - Deering O|SO2-24HR|PPB|0|24|Maine Dept. of Environmental Protection
01/01/20|230052003|Cape Elizabeth|OZONE-1HR|PPB|35|1|Maine Dept. of Environmental Protection
01/01/20|230052003|Cape Elizabeth|OZONE-8HR|PPB|34|8|Maine Dept. of Environmental Protection
01/01/20|230090103|Acadia NP - McFarlan|OZONE-1HR|PPB|35|1|Maine Dept. of Environmental Protection
01/01/20|230090103|Acadia NP - McFarlan|OZONE-8HR|PPB|25|8|Maine Dept. of Environmental Protection
01/01/20|230090103|Acadia NP - McFarlan|PM2.5-24hr|UG/M3|1.5|24|Maine Dept. of Environmental Protection
01/01/20|230090103|Acadia NP - McFarlan|SO2-24HR|PPB|0|24|Maine Dept. of Environmental Protection
01/01/20|230112005|Gardiner|SO2-24HR|PPB|0|24|Maine Dept. of Environmental Protection
01/01/20|230190017|Bangor MSS|PM2.5-24hr|UG/M3|2.9|24|Maine Dept. of Environmental Protection
01/01/20|230290032|Sipayik-ME|OZONE-1HR|PPB|34|1|Tribal Environmental Exchange Network
01/01/20|230290032|Sipayik-ME|OZONE-8HR|PPB|28|8|Tribal Environmental Exchange Network
01/01/20|240018881|Moran|SO2-24HR|PPB|0|24|Maryland Department of the Environment
01/01/20|240018882|Horse Rock|SO2-24HR|PPB|1|24|Maryland Department of the Environment
01/01/20|240032002|Riviera Beach|SO2-24HR|PPB|0|24|Maryland Department of the Environment
01/01/20|240051007|Padonia|PM2.5-24hr|UG/M3|4|24|Maryland Department of the Environment
01/01/20|240053001|Essex|CO-8hr|PPM|1.1|1|Maryland Department of the Environment
01/01/20|240053001|Essex|OZONE-1HR|PPB|37|1|Maryland Department of the Environment
01/01/20|240053001|Essex|OZONE-8HR|PPB|35|8|Maryland Department of the Environment
01/01/20|240053001|Essex|SO2-24HR|PPB|1|24|Maryland Department of the Environment
01/01/20|240150003|Fair Hill|PM2.5-24hr|UG/M3|3.5|24|Maryland Department of the Environment
01/01/20|240190004|Horn Point|OZONE-1HR|PPB|37|1|Maryland Department of the Environment
01/01/20|240190004|Horn Point|OZONE-8HR|PPB|34|8|Maryland Department of the Environment
01/01/20|240190004|Horn Point|PM2.5-24hr|UG/M3|3|24|Maryland Department of the Environment
01/01/20|240190004|Horn Point|SO2-24HR|PPB|0|24|Maryland Department of the Environment
01/01/20|240199991|Blackwater NWR|OZONE-1HR|PPB|37|1|EPA Office of Atmospheric Programs
01/01/20|240199991|Blackwater NWR|OZONE-8HR|PPB|34|8|EPA Office of Atmospheric Programs
01/01/20|240230002|Piney Run|CO-8hr|PPM|0.08|1|Maryland Department of the Environment
01/01/20|240230002|Piney Run|OZONE-1HR|PPB|38|1|Maryland Department of the Environment
01/01/20|240230002|Piney Run|OZONE-8HR|PPB|39|8|Maryland Department of the Environment
01/01/20|240230002|Piney Run|PM2.5-24hr|UG/M3|3|24|Maryland Department of the Environment
01/01/20|240230002|Piney Run|SO2-24HR|PPB|0|24|Maryland Department of the Environment
01/01/20|240251001|Edgewood|PM2.5-24hr|UG/M3|3.8|24|Maryland Department of the Environment
01/01/20|240270006|Howard County Near R|CO-8hr|PPM|0.32|1|Maryland Department of the Environment
01/01/20|240270006|Howard County Near R|PM2.5-24hr|UG/M3|3.5|24|Maryland Department of the Environment
01/01/20|240290002|Millington|PM2.5-24hr|UG/M3|3.5|24|Maryland Department of the Environment
01/01/20|240313001|Rockville|PM2.5-24hr|UG/M3|4.8|24|Maryland Department of the Environment
01/01/20|240330030|HU-Beltsville|CO-8hr|PPM|0.4|1|Maryland Department of the Environment
01/01/20|240330030|HU-Beltsville|OZONE-1HR|PPB|39|1|Maryland Department of the Environment
01/01/20|240330030|HU-Beltsville|OZONE-8HR|PPB|37|8|Maryland Department of the Environment
01/01/20|240330030|HU-Beltsville|PM2.5-24hr|UG/M3|4.2|24|Maryland Department of the Environment
01/01/20|240330030|HU-Beltsville|SO2-24HR|PPB|0|24|Maryland Department of the Environment
01/01/20|240339991|Beltsville|OZONE-1HR|PPB|38|1|EPA Office of Atmospheric Programs
01/01/20|240339991|Beltsville|OZONE-8HR|PPB|36|8|EPA Office of Atmospheric Programs
01/01/20|240430009|Hagerstown|PM2.5-24hr|UG/M3|3.7|24|Maryland Department of the Environment
01/01/20|245100040|Oldtown|PM2.5-24hr|UG/M3|2.9|24|Maryland Department of the Environment
01/01/20|250010002|TRURO|OZONE-1HR|PPB|29|1|Massachusetts Dept. of Environmental Protection
01/01/20|250010002|TRURO|OZONE-8HR|PPB|31|8|Massachusetts Dept. of Environmental Protection
01/01/20|250036001|NorthAdams|PM2.5-24hr|UG/M3|2.2|24|Massachusetts Dept. of Environmental Protection
01/01/20|250051004|Fall River|OZONE-1HR|PPB|27|1|Massachusetts Dept. of Environmental Protection
01/01/20|250051004|Fall River|OZONE-8HR|PPB|26|8|Massachusetts Dept. of Environmental Protection
01/01/20|250051004|Fall River|PM2.5-24hr|UG/M3|7.2|24|Massachusetts Dept. of Environmental Protection
01/01/20|250051004|Fall River|SO2-24HR|PPB|0|24|Massachusetts Dept. of Environmental Protection
01/01/20|250051006|Fairhaven2|OZONE-1HR|PPB|28|1|Massachusetts Dept. of Environmental Protection
01/01/20|250051006|Fairhaven2|OZONE-8HR|PPB|26|8|Massachusetts Dept. of Environmental Protection
01/01/20|250070001|Wampanoag Laboratory|OZONE-1HR|PPB|30|1|Wampanoag Tribe
01/01/20|250070001|Wampanoag Laboratory|OZONE-8HR|PPB|32|8|Wampanoag Tribe
01/01/20|250092006|LYNN|OZONE-1HR|PPB|30|1|Massachusetts Dept. of Environmental Protection
01/01/20|250092006|LYNN|OZONE-8HR|PPB|30|8|Massachusetts Dept. of Environmental Protection
01/01/20|250092006|LYNN|PM2.5-24hr|UG/M3|3.7|24|Massachusetts Dept. of Environmental Protection
01/01/20|250095005|Haverhill|OZONE-1HR|PPB|18|1|Massachusetts Dept. of Environmental Protection
01/01/20|250095005|Haverhill|OZONE-8HR|PPB|17|8|Massachusetts Dept. of Environmental Protection
01/01/20|250095005|Haverhill|PM2.5-24hr|UG/M3|0.8|24|Massachusetts Dept. of Environmental Protection
01/01/20|250112005|Greenfield|OZONE-1HR|PPB|37|1|Massachusetts Dept. of Environmental Protection
01/01/20|250112005|Greenfield|OZONE-8HR|PPB|34|8|Massachusetts Dept. of Environmental Protection
01/01/20|250112005|Greenfield|PM2.5-24hr|UG/M3|4.2|24|Massachusetts Dept. of Environmental Protection
01/01/20|250130008|CHICOPEE|OZONE-1HR|PPB|34|1|Massachusetts Dept. of Environmental Protection
01/01/20|250130008|CHICOPEE|OZONE-8HR|PPB|32|8|Massachusetts Dept. of Environmental Protection
01/01/20|250130018|SPRINGFIELDSP|CO-8hr|PPM|0.19|1|Massachusetts Dept. of Environmental Protection
01/01/20|250130018|SPRINGFIELDSP|PM2.5-24hr|UG/M3|4.7|24|Massachusetts Dept. of Environmental Protection
01/01/20|250130018|SPRINGFIELDSP|SO2-24HR|PPB|0|24|Massachusetts Dept. of Environmental Protection
01/01/20|250154002|WARE|OZONE-1HR|PPB|35|1|Massachusetts Dept. of Environmental Protection
01/01/20|250154002|WARE|OZONE-8HR|PPB|34|8|Massachusetts Dept. of Environmental Protection
01/01/20|250154002|WARE|PM2.5-24hr|UG/M3|5.1|24|Massachusetts Dept. of Environmental Protection
01/01/20|250154002|WARE|SO2-24HR|PPB|0|24|Massachusetts Dept. of Environmental Protection
01/01/20|250170009|Chelmsford|OZONE-1HR|PPB|30|1|Massachusetts Dept. of Environmental Protection
01/01/20|250170009|Chelmsford|OZONE-8HR|PPB|30|8|Massachusetts Dept. of Environmental Protection
01/01/20|250213003|E. Milton - Blue Hil|OZONE-1HR|PPB|28|1|Massachusetts Dept. of Environmental Protection
01/01/20|250213003|E. Milton - Blue Hil|OZONE-8HR|PPB|28|8|Massachusetts Dept. of Environmental Protection
01/01/20|250230005|Brockton|OZONE-1HR|PPB|28|1|Massachusetts Dept. of Environmental Protection
01/01/20|250230005|Brockton|OZONE-8HR|PPB|26|8|Massachusetts Dept. of Environmental Protection
01/01/20|250230005|Brockton|PM2.5-24hr|UG/M3|3.6|24|Massachusetts Dept. of Environmental Protection
01/01/20|250250002|BOSTON-KENMORE|SO2-24HR|PPB|0|24|Massachusetts Dept. of Environmental Protection
01/01/20|250250042|Boston - Roxbury|CO-8hr|PPM|0.19|1|Massachusetts Dept. of Environmental Protection
01/01/20|250250042|Boston - Roxbury|OZONE-1HR|PPB|26|1|Massachusetts Dept. of Environmental Protection
01/01/20|250250042|Boston - Roxbury|OZONE-8HR|PPB|26|8|Massachusetts Dept. of Environmental Protection
01/01/20|250250042|Boston - Roxbury|PM2.5-24hr|UG/M3|1.7|24|Massachusetts Dept. of Environmental Protection
01/01/20|250250042|Boston - Roxbury|SO2-24HR|PPB|0|24|Massachusetts Dept. of Environmental Protection
01/01/20|250250044|Boston-Von Hillern|CO-8hr|PPM|0.2|1|Massachusetts Dept. of Environmental Protection
01/01/20|250250044|Boston-Von Hillern|PM2.5-24hr|UG/M3|4.5|24|Massachusetts Dept. of Environmental Protection
01/01/20|250270015|Worcester|OZONE-1HR|PPB|34|1|Massachusetts Dept. of Environmental Protection
01/01/20|250270015|Worcester|OZONE-8HR|PPB|34|8|Massachusetts Dept. of Environmental Protection
01/01/20|250270023|Worcester|CO-8hr|PPM|0.19|1|Massachusetts Dept. of Environmental Protection
01/01/20|250270023|Worcester|PM2.5-24hr|UG/M3|3.4|24|Massachusetts Dept. of Environmental Protection
01/01/20|250270023|Worcester|SO2-24HR|PPB|0|24|Massachusetts Dept. of Environmental Protection
01/01/20|250270024|Uxbridge|OZONE-1HR|PPB|33|1|Massachusetts Dept. of Environmental Protection
01/01/20|250270024|Uxbridge|OZONE-8HR|PPB|32|8|Massachusetts Dept. of Environmental Protection
01/01/20|260170014|BAY CITY|PM2.5-24hr|UG/M3|4.6|24|Michigan Department of Environment, Great Lakes, and Energy
01/01/20|260490021|FLINT|PM2.5-24hr|UG/M3|5.5|24|Michigan Department of Environment, Great Lakes, and Energy
01/01/20|260650018|LANSING FILLEY ST|OZONE-1HR|PPB|34|1|Michigan Department of Environment, Great Lakes, and Energy
01/01/20|260650018|LANSING FILLEY ST|OZONE-8HR|PPB|32|8|Michigan Department of Environment, Great Lakes, and Energy
01/01/20|260650018|LANSING FILLEY ST|PM2.5-24hr|UG/M3|6.1|24|Michigan Department of Environment, Great Lakes, and Energy
01/01/20|260650018|LANSING FILLEY ST|SO2-24HR|PPB|1|24|Michigan Department of Environment, Great Lakes, and Energy
01/01/20|260770008|KALAMAZOO|PM2.5-24hr|UG/M3|5.8|24|Michigan Department of Environment, Great Lakes, and Energy
01/01/20|260810020|GRAND RAPIDS|CO-8hr|PPM|0.36|1|Michigan Department of Environment, Great Lakes, and Energy
01/01/20|260810020|GRAND RAPIDS|OZONE-1HR|PPB|34|1|Michigan Department of Environment, Great Lakes, and Energy
01/01/20|260810020|GRAND RAPIDS|OZONE-8HR|PPB|27|8|Michigan Department of Environment, Great Lakes, and Energy
01/01/20|260810020|GRAND RAPIDS|PM2.5-24hr|UG/M3|6.1|24|Michigan Department of Environment, Great Lakes, and Energy
01/01/20|260810020|GRAND RAPIDS|SO2-24HR|PPB|0|24|Michigan Department of Environment, Great Lakes, and Energy
01/01/20|260910007|TECUMSEH|PM2.5-24hr|UG/M3|8.2|24|Michigan Department of Environment, Great Lakes, and Energy
01/01/20|261130001|HOUGHTON LAKE|OZONE-1HR|PPB|37|1|Michigan Department of Environment, Great Lakes, and Energy
01/01/20|261130001|HOUGHTON LAKE|OZONE-8HR|PPB|32|8|Michigan Department of Environment, Great Lakes, and Energy
01/01/20|261130001|HOUGHTON LAKE|PM2.5-24hr|UG/M3|4.7|24|Michigan Department of Environment, Great Lakes, and Energy
01/01/20|261150006|MONROE STERLING ST P|SO2-24HR|PPB|0|24|Michigan Department of Environment, Great Lakes, and Energy
01/01/20|261390011|WEST OLIVE|SO2-24HR|PPB|1|24|Michigan Department of Environment, Great Lakes, and Energy
01/01/20|261470005|PORT HURON|PM2.5-24hr|UG/M3|5.7|24|Michigan Department of Environment, Great Lakes, and Energy
01/01/20|261470005|PORT HURON|SO2-24HR|PPB|0|24|Michigan Department of Environment, Great Lakes, and Energy
01/01/20|261530001|SENEY|PM2.5-24hr|UG/M3|3.4|24|Michigan Department of Environment, Great Lakes, and Energy
01/01/20|261579991|Unionville|OZONE-1HR|PPB|37|1|EPA Office of Atmospheric Programs
01/01/20|261579991|Unionville|OZONE-8HR|PPB|33|8|EPA Office of Atmospheric Programs
01/01/20|261610008|YPSILANTI|PM2.5-24hr|UG/M3|7.7|24|Michigan Department of Environment, Great Lakes, and Energy
01/01/20|261619991|Ann Arbor|OZONE-1HR|PPB|35|1|EPA Office of Atmospheric Programs
01/01/20|261619991|Ann Arbor|OZONE-8HR|PPB|32|8|EPA Office of Atmospheric Programs
01/01/20|261630001|ALLEN PARK|CO-8hr|PPM|0|1|Michigan Department of Environment, Great Lakes, and Energy
01/01/20|261630001|ALLEN PARK|OZONE-1HR|PPB|32|1|Michigan Department of Environment, Great Lakes, and Energy
01/01/20|261630001|ALLEN PARK|OZONE-8HR|PPB|31|8|Michigan Department of Environment, Great Lakes, and Energy
01/01/20|261630001|ALLEN PARK|PM2.5-24hr|UG/M3|6.4|24|Michigan Department of Environment, Great Lakes, and Energy
01/01/20|261630001|ALLEN PARK|SO2-24HR|PPB|0|24|Michigan Department of Environment, Great Lakes, and Energy
01/01/20|261630015|DETROIT - SOUTHWEST |PM2.5-24hr|UG/M3|9.9|24|Michigan Department of Environment, Great Lakes, and Energy
01/01/20|261630015|DETROIT - SOUTHWEST |SO2-24HR|PPB|0|24|Michigan Department of Environment, Great Lakes, and Energy
01/01/20|261630033|DEARBORN|PM10-24hr|UG/M3|15|24|Michigan Department of Environment, Great Lakes, and Energy
01/01/20|261630033|DEARBORN|PM2.5-24hr|UG/M3|8.9|24|Michigan Department of Environment, Great Lakes, and Energy
01/01/20|261630093|Eliza Howell- Roadwa|CO-8hr|PPM|0.54|1|Michigan Department of Environment, Great Lakes, and Energy
01/01/20|261630093|Eliza Howell- Roadwa|PM2.5-24hr|UG/M3|13.1|24|Michigan Department of Environment, Great Lakes, and Energy
01/01/20|261630097|NMH48217|PM2.5-24hr|UG/M3|6|24|Michigan Department of Environment, Great Lakes, and Energy
01/01/20|261630097|NMH48217|SO2-24HR|PPB|0|24|Michigan Department of Environment, Great Lakes, and Energy
01/01/20|261630098|DET POLICE 4TH|CO-8hr|PPM|0.63|1|Michigan Department of Environment, Great Lakes, and Energy
01/01/20|261630098|DET POLICE 4TH|PM2.5-24hr|UG/M3|9|24|Michigan Department of Environment, Great Lakes, and Energy
01/01/20|261630098|DET POLICE 4TH|SO2-24HR|PPB|1|24|Michigan Department of Environment, Great Lakes, and Energy
